,smiles,are_tox
2090,FC1=CC(Br)=C(C=C1)C(=O)NS(=O)(=O)\C=C\C2=CC=CS2,0
572,[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)[C@]1(C[C@@H](COC(=O)C5=CC(Br)=CN=C5)CN2C)OC,0
6512,CCOS(C)(=O)=O,0
5948,COCC(=O)N(C(C)C(=O)OC)C1=C(C)C=CC=C1C,0
3062,[Na+].[Na+].[H][C@@]12C[C@@H](C)[C@](O)(C(=O)COP([O-])([O-])=O)[C@@]1(C)C[C@H](O)[C@@]3(F)[C@@]2([H])CCC4=CC(=O)C=C[C@]34C,0
4528,C[C@H](CN1CCCC1)C(=O)C2=CC=C(C=C2)C(F)(F)F,1
5180,CN1C=C(C2=CC=CC=C2)C(=O)C(=C1)C3=CC(=CC=C3)C(F)(F)F,0
4631,CC(=NO)C(C)=NO,0
6308,Cl.CC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C,0
370,CC1=C(C=C(C#N)C(=O)N1)C2=CC=NC=C2,0
1938,OC1=C(C=C(Cl)C=C1)C(=O)NC2=CC=CC=C2,1
5057,CCCCC(CC)C=O,0
6185,CCCCCCC#N,0
3670,N#CC(C1=CC=CC=C1)C2=CC=CC=C2,0
3652,COC(=O)C1=CC=C(C)C=C1,0
2361,[I-].CCCCCCN1C=C[N+](C)=C1,1
4260,[O-][N+](=O)C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,1
4450,CCCCCCCCCCCC(O)=O,0
6676,OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,0
3737,O=C1CCCC1,0
4397,OS(=O)(=O)C1=CC2=C(C=CC=C2)C=C1,0
4928,S(C1=CC=CC=C1)C2=CC=CC=C2,0
4960,CC(C)(C)OOC(=O)C1=CC=CC=C1,0
1171,CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@H]2O)OC[C@@]1(C)O,0
4653,CC(=O)NC1=CC=C2C(CC3=C2C=CC(NC(C)=O)=C3)=C1,0
1422,NP(N)(=O)NC(=O)C1=CC=C(F)C=C1,0
6428,CN(C)CCN(C)CCO,0
6306,Cl.N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O,0
4695,CCCC(=O)OC(=O)CCC,0
874,Cl.CN(CCCN1C2=CC=CC=C2CCC3=C1C=CC=C3)CC(=O)C4=CC=C(Cl)C=C4,1
2297,CCN(CCC#N)C1=CC=C(C=C1)N=NC2=C(Cl)C=C(C=C2Cl)[N+]([O-])=O,1
2643,CN1C=C(C2=CC=CC=C2)C(=O)C(=C1)C3=CC(=CC=C3)C(F)(F)F,0
6208,CCCCCCCCCCCCCCCCI,0
840,Cl.CCCCOC1=CC=C(OCCCN2CCOCC2)C=C1,1
581,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C2=CC=CC3=C2NC[C@H](C)C3,0
204,CCCC1=NC2=C(C=C(C=C2C)C3=NC4=CC=CC=C4N3C)N1CC5=CC=C(C=C5)C6=CC=CC=C6C(O)=O,1
1641,NS(=O)(=O)C1=CC=C(Cl)C(=C1)S(N)(=O)=O,0
2014,CC1=CC(O)=C(O)C=C1,1
3253,CCCCCCCCCC(O)=O,0
4409,OC(C(=O)C1=CC=CC=C1)C2=CC=CC=C2,0
905,Cl.COC1=CC(OC)=C(C(=O)CCCN2CCCC2)C(OC)=C1,0
631,CC1=CC(=C(O)C(=C1)N2N=C3C=CC(Cl)=CC3=N2)C(C)(C)C,0
5071,CCCCCCCCC=O,0
4745,CN(C)CCC#N,0
1974,CC(=C)C=C,0
162,Cl.Cl.CC1=CC=CC(CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(Cl)C=C4)=C1,1
4880,BrC1=C(C=CC=C1)C2=CC=CC=C2,0
6436,CCOC(=O)N(C)N=O,0
5965,CC(O)CNCC(C)O,0
875,Cl.ClCCCN1CCN(CC1)C2=CC(Cl)=CC=C2,1
1431,C[C@@H](O)[C@H](N)C(O)=O,0
6036,CC1=CC(O)=CC=C1,0
5646,C(CC1=CC=CC=C1)C2=CC=CC=C2,0
6282,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,0
2856,OC1=C(C=CC=C1)C(=O)OCC2=CC=CC=C2,0
1861,[H][C@]12CC(Cl)[C@H](Cl)[C@@]1([H])[C@]3(Cl)C(Cl)=C(Cl)[C@]2(Cl)C3(Cl)Cl,1
2659,CC(C)OC(=O)C1=CC(=CC(=C1)C(=O)OC(C)C)[N+]([O-])=O,0
3384,NC(=O)CN(CC(F)(F)F)C1=CC(=C(C=C1)C#N)C(F)(F)F,0
6577,CCN(N=O)C(N)=O,0
6464,COC(C(O)=O)C1=CC=CC=C1,0
3331,CC1=C(C)C=C(O)C=C1,0
5863,CC(C)[C@H]1CC[C@H](C)C[C@@H]1O,0
6452,COC(=O)[C@H]1CC[C@@H](CC1)C(=O)OC,0
4985,CC(C)COC(=O)C=CC1=CC=CC=C1,0
2096,CC1=CC=C(C=C1C)[N+]([O-])=O,0
2003,OC1=CC=CC2=CC=CN=C12,1
546,[Na+].CNC(=O)C1=C(I)C(NC(C)=O)=C(I)C(C([O-])=O)=C1I,0
1449,CCC(C(O)=O)C1=CC=C(C=C1)N2CC3=CC=CC=C3C2=O,0
4954,CC(C)(C)C1=CC=C(C=C1)C(O)=O,0
2610,[Na+].[O-]S(=O)(=O)C1=CC=C(C=C)C=C1,1
1900,OC1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,1
5647,C(OCC1=CC=CC=C1)C2=CC=CC=C2,0
2757,CCOC(=O)C1=CC=CC=C1C(=O)OCC,0
1885,OC(=O)C1=CC=C([Hg]Cl)C=C1,1
6926,CN1CCCC1=O,0
2097,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,0
6232,F[B-](F)(F)F.CCCCN1C=C[N+](C)=C1,1
6435,CCCCCCCCN(C)CCCCCCCC,0
836,Cl.CC1=C(SC=C1)C(=CCCN2CCC[C@H](C2)C(O)=O)C3=C(C)C=CS3,0
3471,[Na+].OC1=C(C=CC=C1)C([O-])=O,0
5701,CC(=C)C(N)=O,0
2171,O=C1N(CC2CO2)C(=O)N(CC3CO3)C(=O)N1CC4CO4,1
6158,CCC1=C(O)C=CC=C1,0
6738,CCCCC(CC)COC(=O)CC#N,0
398,[O-][N+](=O)C1=CN=C(NC(=O)C2=CC=CS2)S1,1
2010,CCC(C)C1=CC(=CC(=C1OC(=O)C=C(C)C)[N+]([O-])=O)[N+]([O-])=O,1
6883,O=C(OCCOCCOC(=O)C1=CC=CC=C1)C2=CC=CC=C2,0
1283,O.CC(N\C(NC1=CC=NC=C1)=N/C#N)C(C)(C)C,0
5037,CC1=CC2=C(NCCC2)C=C1,0
5229,CC1=C(C=C(C#N)C(=O)N1)C2=CC=NC=C2,0
4256,OC(=O)\C=C/C(O)=O.CC(C)(C)NC[C@H](O)COC1=NSN=C1N2CCOCC2,0
1836,Cl.CCCCCCCCCCCCN,0
1019,ClC1=C(NC2=NCCN2)C3=NSN=C3C=C1,0
1326,OC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)C(=O)N\N=C\C2=CC=C(O2)[N+]([O-])=O,1
7156,CC(C)C1=CC=C(C=C1)S(O)(=O)=O,0
475,[Br-].C[N+]1(C)CCC(C1)OC(=O)C(O)(C2CCCC2)C3=CC=CC=C3,0
2810,OC(=O)C1=C(Cl)C=CC(Cl)=N1,0
6692,[O-][N+](=O)C1=CC=CC(Cl)=C1,0
1651,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@@]2([H])NC(=O)[C@H](N)C3=CC=CC=C3)C(O)=O,0
6648,O.OS(O)(=O)=O.CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C3=CC=CC=C3.CN4[C@H]5CC[C@@H]4C[C@@H](C5)OC(=O)C(CO)C6=CC=CC=C6,0
6125,CCCC=C(CC)C=O,0
2528,CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=C(C=CC=C2)C1=O,1
1206,NC1=NC(=O)C(O1)C2=CC=CC=C2,0
6595,NC1=CC(=CC(N)=C1)C(O)=O,0
5508,[K+].[O-]C=O,0
4505,C\C(=N/O)C1=CC=C(OCC(=O)N2CCCCC2)C=C1,0
867,Cl.Cl.OCCN1CCN(CCCN2C3=CC=CC=C3C=CC4=CC=CC=C24)CC1,0
2974,OC(=O)CCCCCCCCCCCC(O)=O,0
541,O.[Na+].[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@@]2([H])NC(=O)C3=C(OC)C=CC=C3OC)C([O-])=O,1
1132,CS(O)(=O)=O.[H][C@]1(CSC)CN(CCC)[C@]2([H])CC3=CNC4=CC=CC(=C34)[C@@]2([H])C1,0
6943,ClC1=C2C(=O)OC(=O)C2=C(Cl)C(Cl)=C1Cl,0
3390,NC1=CC(N)=CC=C1,0
5144,CCCCC(CC)COC(=O)COC1=C(C)C=C(Cl)C=C1,0
2962,O=C(C1=CC=CC=C1)C2=CC=CC=C2,0
4155,CCNC1=NC(NCC)=NC(Cl)=N1,0
3259,CC1=CC=C(C=C1N=C=O)N=C=O,0
6765,CCOC(=O)CCCCCCCCC=C,0
7076,CC1(C)CC2=C(O1)C(O)=CC=C2,0
2583,Cl.NNC1=CC=C(C=C1)C(O)=O,0
2813,CC(C)(OC1=CC=C(Cl)C=C1)C(O)=O,0
5557,[Na+].CC1=CC=C(C=C1)S([O-])(=O)=O,0
6209,CCCCCCCCCCCCCCCO,0
4920,N1C=CC2=C1C=CC=C2,0
3586,CCCCOCCOCCO,0
4678,CC1=CC2C(C1)C3CC2C(C)=C3,1
6099,CCCCCCCCCCCCCN1CC(C)OC(C)C1,0
2630,Cl.Cl.NC1=CC=C(O)C(N)=C1,0
5740,C1C2=C(C=CC=C2)C3=C1C=CC=C3,0
4554,Cl[Sn](Cl)(Cl)Cl,0
1080,COCCOCC(OC)OC,0
4283,CCCCC(CC)COC(C)=O,0
2085,O=[Se]=O,1
2452,CN(C)C1=CC=C(C=C1)\N=N\C2=C(C=CC=C2)C(O)=O,1
2023,CCC(COCCOC(=O)C=C)(COCCOC(=O)C=C)COCCOC(=O)C=C,1
5501,[K+].[K+].[O-]S(=O)(=O)OOS([O-])(=O)=O,0
226,[Cl-].[Cl-].CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=C(Cl)C=CC=C1)CC2=C(Cl)C=CC=C2,0
1013,ClC1=C(C=CC=C1)N2CCNCC2,1
1929,[H][C@](C)(CC)[C@@]1([H])O[C@@]2(C[C@@H]3C[C@@]([H])(C\C=C(C)\[C@@H](O[C@@]4([H])C[C@H](OC)[C@@H](O[C@@]5([H])C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)\C=C\C=C6/CO[C@]7([H])[C@H](O)C(C)=C[C@@]([H])(C(=O)O3)[C@]67O)O2)C=C[C@@H]1C,1
5041,CC1=NC(C)=C(C)N=C1C,0
1404,COC1=CC=C2C(=C1)C(=O)N(CCC3=CC=C(C=C3)S(=O)(=O)NC(=O)NC4CCCCC4)C(=O)C2(C)C,1
2179,CC(C)(C)C1=CC(=CC(=C1O)[N+]([O-])=O)[N+]([O-])=O,1
697,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C2=CC=CC(Cl)=C2Cl)C(=O)OC,0
1124,COP(=S)(OC)OC1=CC=C(SC2=CC=C(OP(=S)(OC)OC)C=C2)C=C1,0
3895,CCNCC(C)=C,0
1778,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,0
4559,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,0
2634,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)O[C@H](C#N)C2=CC=CC(OC3=CC=CC=C3)=C2,0
3489,C(NCC1=CC=CC=C1)C2=CC=CC=C2,0
1037,CN(C)CCC1=CNC2=C1C=C(C[C@H]3COC(=O)N3)C=C2,0
2256,[H][C@@]12CC(=C)[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])C=C(C)C4=CC(=O)CC[C@]34C,1
4786,OC(=O)CC(Cl)C(O)=O,1
7084,COC1=C(O)C=CC=C1,0
313,Cl.COC1=CC=C(CCN(CCC2=C(OC)C(OC)=C(OC)C=C2)C(=O)C(C3=CC=CC=C3)C4=NCCC5=CC(OC)=C(OC)C=C45)C(OC)=C1OC,0
2649,NC1=CC=C(F)C=C1,0
2281,CC1=C(N)C=CC(CC2=CC(C)=C(N)C=C2)=C1,0
5329,[H][C@@]12CC[C@]3(O)C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]4([H])[C@@]5(C)[C@@H](O)C=C[C@@]24OC5=O,0
2547,CC1=C(CCOC2=CC=CC3=C2C=CN3CCC(O)=O)N=C(O1)C4=CC=CC=C4,1
2159,CC1=C2C=CC=CC2=C(C)C3=C4C=CC=CC4=CC=C13,1
3137,ClC1=CC=C2N(CC3CC3)C(=O)CN=C(C4=CC=CC=C4)C2=C1,1
5955,CCOC(=O)C(C)O,0
3967,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=CC(O)=C2,0
1428,OC(=O)\C=C/C(O)=O.CC(CN(C)C)CN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,0
5074,CCCCCCCCCCCCCCCl,0
2520,C1CN(CCO1)SSN2CCOCC2,0
4593,CCCCOC(=O)[C@@H](C)OC1=CC=C(OC2=C(F)C=C(C=C2)C#N)C=C1,0
6341,ClC=CCl,0
448,OS(O)(=O)=O.COC(=O)[C@@H](N1CCC2=C(C1)C=CS2)C3=CC=CC=C3Cl,0
4508,COC(=O)NC1=NC2=CC=CC=C2N1,0
1284,O.CS(O)(=O)=O.C[C@H]1NCC2=C1C=CC(=C2)C3=CC=C4C(=O)C(=CN(C5CC5)C4=C3OC(F)F)C(O)=O,0
3727,[H][C@]12N3CCC[C@@]1(CC)C[C@@](O)(N4C5=C(C=CC=C5)C(CC3)=C24)C(=O)OC,0
361,FC(F)(F)C1=C(C=CC=C1)N2C=CN=C2,0
5775,COC(=O)CC(C)=O,0
5712,C=CC#N,0
2460,OC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(O)C=C3O,1
22,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(CC)CC[C@]3([H])[C@@]4([H])CC\C(C=C4CC[C@@]23[H])=N/O,0
2066,O[Se](O)=O,1
1653,CS(O)(=O)=O.CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC3=CC=C(C=C3)C(O)=O,0
702,CN1C(O)=NC(=O)C(C)(C1=O)C2=CCCCC2,0
6841,OC(=O)COC1=CC=CC=C1,0
2743,CCOC(=O)C1=CC=C(I)C=C1,0
1376,COC1=CC=C(\C=N\NC(=O)C2=CC=NC=C2)C=C1OC,0
5826,CC(C)(C)C1=CC(CC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C,0
2468,CC1OC(C)C(C)=N1,1
3754,O=CC1=CC=CO1,0
2325,CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,1
460,OC1=CC=C(C=C1)C2(OS(=O)(=O)C3=C2C=CC=C3)C4=CC=C(O)C=C4,0
4183,COC1=CC=C(C=O)C=C1,0
4082,CCCCCO,0
1486,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(O)=O,0
3678,NC(N)=O,0
282,CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C3=C(C=CC=C3)S1(=O)=O,0
4308,OC(=O)\C=C\C(O)=O.CN(C)CCC1=CNC2=CC=CC=C12,0
3537,CC(Cl)C(O)=O,0
5023,CC1=C(O)C=CC(Cl)=C1,0
2581,Cl.CCN(CC)CCCl,1
1368,O=C(CN1CCNCC1)NC2CCCCC2,0
6460,COC(=O)C1=CN=CC=C1,0
4800,O=C1CCCCCCCCCCCCCC1,0
597,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC(=O)[C@@]3([H])[C@@]2([H])CC[C@@]4([H])C[C@H](O)CC[C@]34C,0
4351,O=C1CCCC(=O)C1,0
5822,COC(=O)C(C)(C)C,0
7114,OCCC1=CC=NC=C1,0
6749,COC(=O)CCCC(=O)OC,0
4660,CC(C)(C)OOC(=O)C1=CC=CC=C1,0
3468,[Na+].C\C([O-])=C1/C(=O)OC(C)=CC1=O,0
5741,C1=CC2=CC=CC=C2C=C1,0
2990,CC(C)(C1CCC(O)CC1)C2CCC(O)CC2,0
6781,NC(=O)C1=CC=CC=C1N,0
2544,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,1
5351,O=C(OC1=CC=CC=C1)OC2=CC=CC=C2,0
5239,NC(=S)NC(N)=S,0
4066,CCCC1=CC=CC=C1,0
3988,CC(O)CN(CC(C)O)CC(C)O,0
6922,O=C1CCCCCCCCCCCN1,0
685,CC(CC1=CC=CC=C1)NCCCCl,0
4557,CCOP(=S)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl,1
3243,NC1=CC=C(C=C1)C2=CC=C(N)C=C2,0
5543,[Na+].OCCS([O-])(=O)=O,0
4083,CCCCN(CCO)CCCC,0
2837,CC(O)C(O)=O,0
3697,CC1=CC=CC(=C1C(O)=O)[N+]([O-])=O,0
4040,CC1(C)[C@@H]2C[C@H]1C(=C)CC2,0
2230,CCOC(=O)CCN(SN(C)C(=O)OC1=CC=CC2=C1OC(C)(C)C2)C(C)C,0
6662,CC(C)(C)NC[C@H](O)C1=CC=C(O)C=C1Cl,0
2320,COC1=C2C=COC2=CC3=C1C=CC(=O)O3,0
521,[Na+].[Na+].[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@@]2([H])NC(=O)C(C([O-])=O)C3=CC=CC=C3)C([O-])=O,0
522,[Na+].COC1=CC2=CC=C(C=C2C=C1)[C@H](C)C([O-])=O,0
5595,[O-][N+](=O)C1=CC=C2C(=O)NC(=O)C2=C1,1
5769,CC(=O)C1=CC=CC=N1,0
5766,CC(=O)C(C)=O,0
6115,CC1(C)C2CCC1(C)C(=O)C2,0
780,CCCN[C@H]1CCC2=C(C1)SC(N)=N2,0
5605,CCOP([O-])(=O)OCC.CCCC[P+](CC)(CCCC)CCCC,0
4844,[Na+].CCCC(CCC)C([O-])=O,0
651,CC(C)C[C@@H](N)C(O)=O,0
6462,COC(=O)CCC(=O)OC,0
2196,[H][C@@]12CCC(O)(C#C)[C@@]1(CC)CC[C@]3([H])[C@@]4([H])CCC(=O)C=C4CC[C@@]23[H],1
369,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N,0
5422,OC(=O)C1=C(N=CC=C1)C(O)=O,0
4214,CC1=CC=CC=C1C#N,0
377,C[C@H]1[C@H](NC(=O)C(=NOC(C)(C)C(O)=O)C2=CSC(N)=N2)C(=O)N1S(O)(=O)=O,0
6339,FC(F)(Cl)C(F)(Cl)Cl,0
2216,NC1=C(O)C=CC=C1,1
6967,O=CC=CC1=CC=CC=C1,0
1613,OC(=O)C1=CC(=CC=C1O)\N=N\C2=CC=C(C=C2)S(=O)(=O)NC3=NC=CC=C3,0
6429,CN(C)CCOC(=O)C(C)=C,0
3632,ClC1=NC(Cl)=NC=C1,0
962,Cl.NCC1=CC=C(C=C1)S(N)(=O)=O,0
6675,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,0
6720,CCC(C)(CCCC(C)C)OC(C)=O,0
5456,ON(CC1=CC=CC=C1)CC2=CC=CC=C2,0
359,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]3([H])C4=C(C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]23[H])C=C(O)C=C4,0
3839,[NH4+].[O-][N+]([O-])=O,0
4982,CC(C)CCCO,0
1246,NC1=NC2=C(N(CC=C)C(=O)N2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C(=O)N1,0
4987,CC(C)OB(OC(C)C)OC(C)C,0
3694,CC1=CC=C(C(N)=C1)[N+]([O-])=O,0
6053,CC1=CC=C(C=C1)S(=O)(=O)N=C=O,0
2567,CC(C)=CC1C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,0
3423,SCC(=O)OCCOC(=O)CS,0
2037,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,1
772,CCCC1CCCCN1,0
6584,CCOC(N)=O,0
3562,CC1=NC=C(N1CCO)[N+]([O-])=O,0
6779,CCCCC(CC)COC(Cl)=O,0
6547,[S-]C#N.CCN1C=C[N+](C)=C1,0
4731,COC(=O)C1=CC=C(C=O)C=C1,0
4531,CC(C)=CCC=C(C)C=C,1
1674,OC(CCN1CCCCC1)(C2=CC=CC=C2)C3=CC=CC=C3,0
365,FC1=CC=C(C=C1)N2CCN(CCCN3C4=CC=CC5=C4C(=CC=C5)S3(=O)=O)CC2,1
4694,CCCC(=NOCC)C1=C(O)CC(CC(C)SCC)CC1=O,0
4626,CC1=CC=C2C=CC=CC2=C1[N+]([O-])=O,0
4327,CC(CCOC(=O)C(C)=C)OC(=O)C(C)=C,0
147,[H][C@]1(CO)O[C@@]([H])(N2C=NC3=C2N=CN=C3NCC=C(C)C)[C@]([H])(O)[C@]1([H])O,1
6296,Cl.CNC,0
3088,CC(=O)NC1=CC=C(C=C1)C(=O)CCl,1
5654,CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2,0
407,CCC(CC)(CC(=O)NC1=CC=CC(\C=C\C2=NC(=CS2)C3CCC3)=C1)C(O)=O,1
6691,OC(=O)C1=C(Cl)C(=CC(Cl)=C1)[N+]([O-])=O,1
3456,[I-].CC[N+]1=CC=CC=C1,0
4182,COC1=CC=C(CC=C)C=C1OC,0
3576,CCCCCCCCC=C,0
3271,OC(=O)C1=CC(O)=C(O)C(O)=C1,1
1031,CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C3=CC=C(C)C=C3,0
6827,OC(=O)CCC(O)=O.CN(C)CCOC(C)(C1=CC=CC=C1)C2=CC=CC=N2,0
855,Cl.Cl.CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3,0
3926,CC(=C)C(=O)OCC1CO1,0
78,CCOC(=O)C1=C(C)NC(C)=C(C1C2=C(\C=C\C(=O)OC(C)(C)C)C=CC=C2)C(=O)OCC,1
2247,CCC(C)(C1=CC=C(O)C=C1)C2=CC=C(O)C=C2,1
5296,CC(CCOC(C)=O)CC(C)(C)C,0
6541,OC1=C(F)C=CC=C1,0
6587,NC(=S)NNC(N)=S,0
4917,C=COCCOCCOCCOC=C,0
788,CCN(CC)CCOCCOC(=O)C1(CCCC1)C2=CC=CC=C2,0
2279,CC(COC1=CC=C(OC2=CC=CC=C2)C=C1)OC3=NC=CC=C3,1
4095,CCN(CC)N=O,0
3897,COC(=O)C=C,0
4656,CC(C)(C)C1=CC(CC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C,0
6007,CCC(C)C1SC(C)C(C)=N1,0
3631,ClC1=C(Cl)C(Cl)=C(Cl)C=C1,0
5357,O=C(CC1=CC=CC=C1)OCCC2=CC=CC=C2,0
424,CCOC(=O)C1=C(C)N(C)C2=CC=C(O)C=C12,0
392,CC(C(O)=O)C1=CC=C(C=C1)C(=O)C2=CC=CS2,0
5340,CCCCCCCCCCCCCC(O)=O,0
6762,CCCCCCCCC(=O)OCC=C,0
4200,F[B-](F)(F)F.CCN1C=C[N+](C)=C1,0
2672,CCCCCCCC\C=C/CCCCCCCC(O)=O,0
6552,FC1=CC=CC(F)=C1C#N,0
5722,C=CC1=CC=CC=C1C=C,0
3493,CCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0
1459,[H][C@@]1(N)C(=O)N2C(C(O)=O)=C(COC(C)=O)CS[C@]12[H],0
5163,ClCCCl,0
4740,OC(=O)C1=CC(=CC=C1)C(F)(F)F,0
3835,[Na+].[O-][N+](=O)C1=CC(=CC=C1)S([O-])(=O)=O,0
5544,[Na+].CN(CS([O-])(=O)=O)C1=C(C)N(C)N(C1=O)C2=CC=CC=C2,0
6819,OC(=O)C1=CC=CC=N1,0
6071,CC1=CC2=C(C=C1)C(=O)OC2=O,0
2355,CC1CC(CC(C)(C)C1)OC(=O)C2=C(O)C=CC=C2,0
2442,FC1=CC=C(OC2=CC=NC3=CC(Cl)=CC(Cl)=C23)C=C1,1
6573,NC(=N)S(O)=O,0
5573,[Na+].[O-]C(=O)C1=CC(=CC=C1)[N+]([O-])=O,0
464,OC[C@H]1O[C@@H](OCCC2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,0
163,Cl.Cl.Cl.COC1=CC(NCC2=C(C)C3=C(C=C2)N=C(N)N=C3N)=CC(OC)=C1OC,1
6201,CCCCCCCCCCCCCC,0
6416,CN(C)C1=CC=NC=C1,0
6866,O=C(OCC1=CC=CC=C1)C2=CC=CC=C2,0
7105,CC(C)C1=CC=C(CO)C=C1,0
2009,CCC(=C)C(=O)C1=CC=C(OCC(O)=O)C(Cl)=C1Cl,1
3084,NC1=CC=C(C=C1N)C2=CC(N)=C(N)C=C2,1
900,Cl.COC1=CC=C(C=C1OC)C(=O)NCC2=CC=C(OCCN(C)C)C=C2,0
5609,[Cl-].[Cl-].[SnH2++],0
2293,ClC1=CC2=C(NN=N2)C=C1,0
4481,[Na+].CC(C)CP([S-])(=S)CC(C)C,0
4605,CCC(C)C1=CC=CC(C(C)CC)=C1O,0
3716,CC(=O)CC(=O)NC1=CC=C(C)C=C1C,0
5945,CC(Cl)CCl,0
1764,CC(=C)C(=O)OCC(O)CO,0
1549,CCN1CCCC1=O,0
3029,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]3([H])C4=CC=C(O)C=C4CC[C@@]23[H],0
5405,[H]P(=O)(OC)OC,0
2044,Cl.Cl.NC1=CC=C(C=C1Cl)C2=CC(Cl)=C(N)C=C2,1
767,CCC1=CC=CC2=C1NC=C2CCO,0
1508,COC(=O)N\N=C\C1=[N+]([O-])C2=C(C=CC=C2)[N+]([O-])=C1,0
6962,O=C1NS(=O)(=O)C2=C1C=CC=C2,0
4517,OCCNC1=C(C=C(C=C1)N(CCO)CCO)[N+]([O-])=O,0
4219,NC(=O)N=NC(N)=O,0
5954,COC(=O)C(C)O,0
4679,CCCCNC1CC(C)(C)NC(C)(C)C1,0
3292,C(COC1=CC=CC=C1)OC2=CC=CC=C2,0
819,Cl.CC(N)CCCC(C)(C)O,0
1403,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,0
1382,CC(C)NC(=O)C1=CC=C(C=O)C=C1,0
2148,ClC(Cl)(Cl)SN1C(=O)C2=C(C=CC=C2)C1=O,1
1638,NC(=O)CS(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,0
6890,CC1=C(C=CC=C1N=C=O)N=C=O,0
399,[O-][N+](=O)OCCNC(=O)C1=CN=CC=C1,0
