description,has_signal
O42446|EUKARYA|SP|0,1
P00533|EUKARYA|SP|2,1
P16444|EUKARYA|SP|1,1
Q62598|EUKARYA|SP|1,1
Q9M069|EUKARYA|SP|2,1
G9M8X1|EUKARYA|SP|1,1
F7J1C8|EUKARYA|SP|1,1
Q8NBI3|EUKARYA|SP|0,1
Q9UNE0|EUKARYA|SP|1,1
P01903|EUKARYA|SP|2,1
B0XRV0|EUKARYA|SP|1,1
Q61508|EUKARYA|SP|2,1
P01920|EUKARYA|SP|1,1
Q30154|EUKARYA|SP|1,1
P05305|EUKARYA|SP|2,1
O15197|EUKARYA|SP|2,1
P11919|EUKARYA|SP|1,1
Q5JNJ5|EUKARYA|SP|1,1
P15737|EUKARYA|SP|2,1
P22388|EUKARYA|SP|2,1
P20827|EUKARYA|SP|2,1
P98172|EUKARYA|SP|2,1
P32803|EUKARYA|SP|1,1
P21128|EUKARYA|SP|2,1
Q64610|EUKARYA|SP|1,1
P84039|EUKARYA|SP|1,1
Q6UW88|EUKARYA|SP|1,1
O97939|EUKARYA|SP|1,1
P25331|EUKARYA|SP|1,1
P12724|EUKARYA|SP|2,1
P19957|EUKARYA|SP|2,1
P04552|EUKARYA|SP|1,1
Q12396|EUKARYA|SP|1,1
P14625|EUKARYA|SP|1,1
Q8I817|EUKARYA|SP|1,1
P29320|EUKARYA|SP|2,1
Q63010|EUKARYA|SP|0,1
Q39688|EUKARYA|SP|1,1
P0C8E8|EUKARYA|SP|2,1
Q1ZYQ8|EUKARYA|SP|0,1
P58738|EUKARYA|SP|0,1
P28770|EUKARYA|SP|1,1
P15570|EUKARYA|SP|1,1
P81623|EUKARYA|SP|0,1
P12992|EUKARYA|SP|0,1
P43555|EUKARYA|SP|1,1
P10959|EUKARYA|SP|0,1
P23141|EUKARYA|SP|0,1
Q07154|EUKARYA|SP|0,1
P0C1Y5|EUKARYA|SP|0,1
P21760|EUKARYA|SP|2,1
P12337|EUKARYA|SP|0,1
Q8I034|EUKARYA|SP|0,1
P35501|EUKARYA|SP|0,1
P0C8E7|EUKARYA|SP|1,1
P35578|EUKARYA|SP|1,1
Q7SZN0|EUKARYA|SP|1,1
Q26427|EUKARYA|SP|2,1
P12318|EUKARYA|SP|0,1
P13599|EUKARYA|SP|0,1
O00602|EUKARYA|SP|0,1
O75636|EUKARYA|SP|0,1
P24090|EUKARYA|SP|2,1
P12314|EUKARYA|SP|2,1
O70165|EUKARYA|SP|0,1
Q96LA5|EUKARYA|SP|1,1
Q7L513|EUKARYA|SP|1,1
Q5KQS4|EUKARYA|SP|2,1
P02765|EUKARYA|SP|2,1
P02675|EUKARYA|SP|1,1
P05160|EUKARYA|SP|1,1
P23142|EUKARYA|SP|0,1
P98140|EUKARYA|SP|2,1
P55899|EUKARYA|SP|0,1
P02671|EUKARYA|SP|1,1
P00748|EUKARYA|SP|2,1
Q20224|EUKARYA|SP|1,1
Q05359|EUKARYA|SP|1,1
Q9HE18|EUKARYA|SP|0,1
P21781|EUKARYA|SP|1,1
Q8TAL6|EUKARYA|SP|1,1
Q9NSA1|EUKARYA|SP|1,1
Q41649|EUKARYA|SP|1,1
O43155|EUKARYA|SP|1,1
P37889|EUKARYA|SP|0,1
Q9GZV9|EUKARYA|SP|1,1
P12799|EUKARYA|SP|1,1
P02679|EUKARYA|SP|1,1
P04937|EUKARYA|SP|1,1
Q9NWM8|EUKARYA|SP|1,1
B8M9H9|EUKARYA|SP|0,1
P29695|EUKARYA|SP|2,1
P02771|EUKARYA|SP|2,1
Q5KQS1|EUKARYA|SP|2,1
P02702|EUKARYA|SP|2,1
P02672|EUKARYA|SP|1,1
P14448|EUKARYA|SP|1,1
P05790|EUKARYA|SP|1,1
P12319|EUKARYA|SP|2,1
P30440|EUKARYA|SP|2,1
P15516|EUKARYA|SP|1,1
P43077|EUKARYA|SP|1,1
P81492|EUKARYA|SP|2,1
P00738|EUKARYA|SP|1,1
P86875|EUKARYA|SP|1,1
P01743|EUKARYA|SP|0,1
P01817|EUKARYA|SP|0,1
P01780|EUKARYA|SP|0,1
Q25055|EUKARYA|SP|0,1
Q06576|EUKARYA|SP|0,1
Q17128|EUKARYA|SP|2,1
P04196|EUKARYA|SP|1,1
P01766|EUKARYA|SP|0,1
P01767|EUKARYA|SP|0,1
Q06575|EUKARYA|SP|0,1
Q06577|EUKARYA|SP|0,1
P01715|EUKARYA|SP|0,1
P05533|EUKARYA|SP|1,1
P12069|EUKARYA|SP|2,1
P61626|EUKARYA|SP|2,1
P67977|EUKARYA|SP|2,1
P84810|EUKARYA|SP|0,1
Q95P90|EUKARYA|SP|1,1
P01704|EUKARYA|SP|0,1
P80748|EUKARYA|SP|0,1
Q7YT16|EUKARYA|SP|2,1
P00697|EUKARYA|SP|2,1
P12068|EUKARYA|SP|2,1
P61629|EUKARYA|SP|2,1
P01231|EUKARYA|SP|2,1
P01699|EUKARYA|SP|0,1
O95711|EUKARYA|SP|1,1
Q9TW98|EUKARYA|SP|1,1
P01232|EUKARYA|SP|2,1
P83673|EUKARYA|SP|1,1
P00698|EUKARYA|SP|2,1
P48816|EUKARYA|SP|2,1
P16636|EUKARYA|SP|1,1
Q9JJS8|EUKARYA|SP|1,1
P11226|EUKARYA|SP|0,1
P22394|EUKARYA|SP|0,1
Q6UXK5|EUKARYA|SP|1,1
P08751|EUKARYA|SP|2,1
Q6IY74|EUKARYA|SP|2,1
Q05443|EUKARYA|SP|1,1
Q62813|EUKARYA|SP|1,1
P01701|EUKARYA|SP|0,1
P01706|EUKARYA|SP|0,1
P01717|EUKARYA|SP|0,1
P11941|EUKARYA|SP|2,1
P04421|EUKARYA|SP|2,1
P01229|EUKARYA|SP|2,1
O35806|EUKARYA|SP|1,1
P01700|EUKARYA|SP|0,1
P01709|EUKARYA|SP|0,1
P01718|EUKARYA|SP|0,1
O60449|EUKARYA|SP|1,1
O88188|EUKARYA|SP|1,1
Q01965|EUKARYA|SP|1,1
P31723|EUKARYA|SP|2,1
O48540|EUKARYA|SP|1,1
P55145|EUKARYA|SP|1,1
P04651|EUKARYA|SP|2,1
P01703|EUKARYA|SP|0,1
B3A003|EUKARYA|SP|1,1
Q9UAH3|EUKARYA|SP|1,1
P43121|EUKARYA|SP|1,1
P48765|EUKARYA|SP|1,1
Q8MI01|EUKARYA|SP|1,1
P15941|EUKARYA|SP|2,1
Q9BZM5|EUKARYA|SP|0,1
Q99972|EUKARYA|SP|1,1
P24330|EUKARYA|SP|0,1
P01477|EUKARYA|SP|0,1
A0A0A1I6E7|EUKARYA|SP|1,1
P11590|EUKARYA|SP|2,1
P10522|EUKARYA|SP|2,1
Q9D3H2|EUKARYA|SP|2,1
Q9PW68|EUKARYA|SP|0,1
O95157|EUKARYA|SP|1,1
Q8N0W4|EUKARYA|SP|1,1
Q9N4D8|EUKARYA|SP|1,1
P48745|EUKARYA|SP|0,1
Q9P121|EUKARYA|SP|1,1
O97763|EUKARYA|SP|0,1
P07808|EUKARYA|SP|0,1
P35331|EUKARYA|SP|1,1
Q63376|EUKARYA|SP|0,1
O14786|EUKARYA|SP|0,1
Q07310|EUKARYA|SP|2,1
Q63372|EUKARYA|SP|2,1
Q63373|EUKARYA|SP|0,1
P82007|EUKARYA|SP|0,1
Q27441|EUKARYA|SP|0,1
P14765|EUKARYA|SP|0,1
P34170|EUKARYA|SP|1,1
Q9Z0L3|EUKARYA|SP|2,1
P34171|EUKARYA|SP|1,1
Q9XYT4|EUKARYA|SP|1,1
P83371|EUKARYA|SP|2,1
F1NSM7|EUKARYA|SP|2,1
Q6UWY5|EUKARYA|SP|2,1
P25871|EUKARYA|SP|2,1
Q9Y2I2|EUKARYA|SP|1,1
P24021|EUKARYA|SP|1,1
A8QL58|EUKARYA|SP|2,1
P00592|EUKARYA|SP|0,1
P20474|EUKARYA|SP|0,1
P00626|EUKARYA|SP|0,1
Q805A2|EUKARYA|SP|0,1
Q9QXX3|EUKARYA|SP|0,1
P80963|EUKARYA|SP|0,1
A4VBF0|EUKARYA|SP|0,1
P0DKU2|EUKARYA|SP|1,1
P31418|EUKARYA|SP|1,1
Q3V1G4|EUKARYA|SP|2,1
P31420|EUKARYA|SP|1,1
P23515|EUKARYA|SP|0,1
Q6IWZ0|EUKARYA|SP|1,1
P45881|EUKARYA|SP|0,1
Q1RP78|EUKARYA|SP|0,1
Q02471|EUKARYA|SP|0,1
A6MEY4|EUKARYA|SP|0,1
P49121|EUKARYA|SP|0,1
Q6H3D4|EUKARYA|SP|0,1
Q8UVZ7|EUKARYA|SP|0,1
P34180|EUKARYA|SP|0,1
Q90W39|EUKARYA|SP|0,1
Q1ZY03|EUKARYA|SP|0,1
P14423|EUKARYA|SP|0,1
P00616|EUKARYA|SP|0,1
Q07081|EUKARYA|SP|1,1
P14170|EUKARYA|SP|2,1
P20740|EUKARYA|SP|1,1
P06859|EUKARYA|SP|0,1
P20476|EUKARYA|SP|0,1
Q2PG81|EUKARYA|SP|0,1
P24027|EUKARYA|SP|0,1
Q6EER2|EUKARYA|SP|0,1
Q71QE8|EUKARYA|SP|0,1
Q2YHJ7|EUKARYA|SP|0,1
Q6JK69|EUKARYA|SP|0,1
P81418|EUKARYA|SP|1,1
Q8NCC3|EUKARYA|SP|0,1
A8CG78|EUKARYA|SP|0,1
Q6H3D0|EUKARYA|SP|0,1
Q6H3C7|EUKARYA|SP|0,1
A8CG82|EUKARYA|SP|0,1
P24605|EUKARYA|SP|0,1
Q8UVU7|EUKARYA|SP|0,1
Q2YHJ4|EUKARYA|SP|0,1
O57385|EUKARYA|SP|0,1
P48439|EUKARYA|SP|1,1
P26202|EUKARYA|SP|1,1
A2VBC4|EUKARYA|SP|1,1
A2AEP0|EUKARYA|SP|2,1
P31419|EUKARYA|SP|1,1
P08937|EUKARYA|SP|2,1
Q9NRC9|EUKARYA|SP|1,1
Q60557|EUKARYA|SP|2,1
A8QL52|EUKARYA|SP|2,1
P81383|EUKARYA|SP|2,1
Q96FE7|EUKARYA|SP|1,1
Q02795|EUKARYA|SP|1,1
P31096|EUKARYA|SP|2,1
P81382|EUKARYA|SP|2,1
P56742|EUKARYA|SP|2,1
Q96RQ9|EUKARYA|SP|2,1
P26203|EUKARYA|SP|1,1
P18959|EUKARYA|SP|1,1
P41543|EUKARYA|SP|1,1
X2JCV5|EUKARYA|SP|2,1
Q90W54|EUKARYA|SP|2,1
Q8T113|EUKARYA|SP|1,1
P31100|EUKARYA|SP|0,1
Q7T2R1|EUKARYA|SP|0,1
Q2HZ28|EUKARYA|SP|0,1
P18998|EUKARYA|SP|0,1
A8E2V8|EUKARYA|SP|0,1
P13083|EUKARYA|SP|0,1
Q9Y5H9|EUKARYA|SP|2,1
Q91XZ4|EUKARYA|SP|2,1
Q91XZ2|EUKARYA|SP|2,1
P63090|EUKARYA|SP|0,1
P0C8G7|EUKARYA|SP|1,1
P10082|EUKARYA|SP|0,1
P01268|EUKARYA|SP|1,1
P21782|EUKARYA|SP|0,1
Q3YJS9|EUKARYA|SP|1,1
P21246|EUKARYA|SP|0,1
P35496|EUKARYA|SP|0,1
O76942|EUKARYA|SP|1,1
P56722|EUKARYA|SP|0,1
P24476|EUKARYA|SP|2,1
P05451|EUKARYA|SP|2,1
P51456|EUKARYA|SP|0,1
Q40772|EUKARYA|SP|2,1
P24817|EUKARYA|SP|0,1
P02879|EUKARYA|SP|1,1
P56626|EUKARYA|SP|0,1
Q6EH50|EUKARYA|SP|2,1
P20656|EUKARYA|SP|2,1
Q9HB40|EUKARYA|SP|0,1
P93543|EUKARYA|SP|0,1
P0DJI8|EUKARYA|SP|0,1
P05366|EUKARYA|SP|0,1
P02739|EUKARYA|SP|0,1
P21581|EUKARYA|SP|1,1
C9X4J8|EUKARYA|SP|0,1
Q96BY9|EUKARYA|SP|0,1
Q13433|EUKARYA|SP|1,1
P19707|EUKARYA|SP|0,1
P35541|EUKARYA|SP|0,1
P07602|EUKARYA|SP|2,1
Q8RUW5|EUKARYA|SP|1,1
P01484|EUKARYA|SP|0,1
B7FDP2|EUKARYA|SP|0,1
O35314|EUKARYA|SP|2,1
O75711|EUKARYA|SP|1,1
P56611|EUKARYA|SP|0,1
P56612|EUKARYA|SP|0,1
Q2NME3|EUKARYA|SP|0,1
P01493|EUKARYA|SP|0,1
P45658|EUKARYA|SP|0,1
O77463|EUKARYA|SP|0,1
P84693|EUKARYA|SP|0,1
Q8N474|EUKARYA|SP|2,1
Q6XE38|EUKARYA|SP|2,1
Q9UAC8|EUKARYA|SP|0,1
Q7Z0H4|EUKARYA|SP|0,1
C9X4J9|EUKARYA|SP|0,1
C9X4K1|EUKARYA|SP|0,1
C9X4K7|EUKARYA|SP|0,1
P81608|EUKARYA|SP|2,1
P02743|EUKARYA|SP|1,1
Q04672|EUKARYA|SP|1,1
P05060|EUKARYA|SP|2,1
C9X4K4|EUKARYA|SP|0,1
Q86SD9|EUKARYA|SP|0,1
P84685|EUKARYA|SP|0,1
B7SNV8|EUKARYA|SP|0,1
Q96QR1|EUKARYA|SP|2,1
P59899|EUKARYA|SP|0,1
P16933|EUKARYA|SP|1,1
P20826|EUKARYA|SP|1,1
P15226|EUKARYA|SP|0,1
P23389|EUKARYA|SP|2,1
P54900|EUKARYA|SP|2,1
P0C1X7|EUKARYA|SP|0,1
P15223|EUKARYA|SP|0,1
P45697|EUKARYA|SP|0,1
P01480|EUKARYA|SP|0,1
O61705|EUKARYA|SP|0,1
P01479|EUKARYA|SP|0,1
P60214|EUKARYA|SP|0,1
P0DMM8|EUKARYA|SP|0,1
Q5D710|EUKARYA|SP|1,1
P02740|EUKARYA|SP|0,1
P31226|EUKARYA|SP|2,1
P31532|EUKARYA|SP|0,1
P19708|EUKARYA|SP|0,1
P02783|EUKARYA|SP|2,1
E7CLP2|EUKARYA|SP|0,1
P53616|EUKARYA|SP|1,1
P23438|EUKARYA|SP|2,1
Q90WJ9|EUKARYA|SP|2,1
B3STN7|EUKARYA|SP|1,1
Q90WJ7|EUKARYA|SP|2,1
Q8CEK3|EUKARYA|SP|0,1
P09350|EUKARYA|SP|0,1
Q9P246|EUKARYA|SP|1,1
P78581|EUKARYA|SP|1,1
Q5EPH2|EUKARYA|SP|1,1
P14213|EUKARYA|SP|1,1
Q9U8X3|EUKARYA|SP|1,1
P14214|EUKARYA|SP|1,1
Q9XSC9|EUKARYA|SP|2,1
Q27270|EUKARYA|SP|0,1
P01137|EUKARYA|SP|0,1
P01831|EUKARYA|SP|1,1
P01830|EUKARYA|SP|1,1
Q3YBN2|EUKARYA|SP|1,1
O08523|EUKARYA|SP|1,1
P15242|EUKARYA|SP|2,1
Q8GTB6|EUKARYA|SP|1,1
P24821|EUKARYA|SP|1,1
Q5D231|EUKARYA|SP|1,1
P13385|EUKARYA|SP|1,1
P04155|EUKARYA|SP|2,1
P10646|EUKARYA|SP|1,1
Q7Z0T3|EUKARYA|SP|2,1
P05452|EUKARYA|SP|2,1
P37173|EUKARYA|SP|1,1
Q2PGV8|EUKARYA|SP|1,1
C1IC50|EUKARYA|SP|0,1
A8Y7P1|EUKARYA|SP|0,1
Q9UBD3|EUKARYA|SP|2,1
P23360|EUKARYA|SP|2,1
P04004|EUKARYA|SP|2,1
P01174|EUKARYA|SP|2,1
Q99MA2|EUKARYA|SP|1,1
Q41638|EUKARYA|SP|1,1
P33557|EUKARYA|SP|2,1
Q59Y31|EUKARYA|SP|1,1
Q00193|EUKARYA|SP|1,1
O54766|EUKARYA|SP|1,1
Q60736|EUKARYA|SP|1,1
P33679|EUKARYA|SP|2,1
O60844|EUKARYA|SP|1,1
P42098|EUKARYA|SP|2,1
Q62005|EUKARYA|SP|1,1
P20239|EUKARYA|SP|1,1
O54767|EUKARYA|SP|1,1
P79762|EUKARYA|SP|1,1
P21754|EUKARYA|SP|2,1
P10761|EUKARYA|SP|2,1
Q9UK55|EUKARYA|SP|1,1
O04714|EUKARYA|NO_SP|2,0
P14142|EUKARYA|NO_SP|0,0
Q5BJK8|EUKARYA|NO_SP|2,0
Q6Y1H2|EUKARYA|NO_SP|0,0
O43292|EUKARYA|NO_SP|1,0
Q8IVP5|EUKARYA|NO_SP|2,0
Q14435|EUKARYA|NO_SP|1,0
Q9NQR9|EUKARYA|NO_SP|2,0
Q9LN68|EUKARYA|NO_SP|1,0
Q07651|EUKARYA|NO_SP|1,0
Q12333|EUKARYA|NO_SP|2,0
Q6P4F1|EUKARYA|NO_SP|2,0
Q9US48|EUKARYA|NO_SP|2,0
Q9Y117|EUKARYA|NO_SP|2,0
P92949|EUKARYA|NO_SP|1,0
Q02742|EUKARYA|NO_SP|2,0
Q9BUM1|EUKARYA|NO_SP|2,0
Q10471|EUKARYA|NO_SP|2,0
Q9FH36|EUKARYA|NO_SP|1,0
P32621|EUKARYA|NO_SP|1,0
Q8S8A0|EUKARYA|NO_SP|2,0
Q9UT35|EUKARYA|NO_SP|1,0
D5JBW8|EUKARYA|NO_SP|2,0
Q3EAV6|EUKARYA|NO_SP|2,0
Q9SWH5|EUKARYA|NO_SP|2,0
Q8TGH6|EUKARYA|NO_SP|1,0
Q9ESM6|EUKARYA|NO_SP|2,0
Q9SW07|EUKARYA|NO_SP|2,0
Q9HGM2|EUKARYA|NO_SP|1,0
Q9LFR0|EUKARYA|NO_SP|2,0
Q3E8L0|EUKARYA|NO_SP|1,0
P36173|EUKARYA|NO_SP|2,0
Q9EPS3|EUKARYA|NO_SP|2,0
Q9FHH5|EUKARYA|NO_SP|2,0
Q3L7M0|EUKARYA|NO_SP|2,0
Q3E965|EUKARYA|NO_SP|2,0
Q9HC97|EUKARYA|NO_SP|2,0
Q9Y2T6|EUKARYA|NO_SP|2,0
Q5J316|EUKARYA|NO_SP|0,0
Q03554|EUKARYA|NO_SP|2,0
B3G515|EUKARYA|NO_SP|2,0
Q06636|EUKARYA|NO_SP|2,0
P47088|EUKARYA|NO_SP|2,0
P38211|EUKARYA|NO_SP|1,0
Q9Y3E0|EUKARYA|NO_SP|2,0
Q9NZD1|EUKARYA|NO_SP|2,0
Q9HDW9|EUKARYA|NO_SP|1,0
D3Z7H4|EUKARYA|NO_SP|0,0
Q9HEM6|EUKARYA|NO_SP|2,0
Q12361|EUKARYA|NO_SP|1,0
Q5A477|EUKARYA|NO_SP|2,0
Q2AAF6|EUKARYA|NO_SP|1,0
Q8NBJ4|EUKARYA|NO_SP|2,0
Q09174|EUKARYA|NO_SP|2,0
Q5VWC8|EUKARYA|NO_SP|1,0
P14672|EUKARYA|NO_SP|0,0
Q9WV38|EUKARYA|NO_SP|0,0
Q99678|EUKARYA|NO_SP|0,0
Q9BYW1|EUKARYA|NO_SP|0,0
P43427|EUKARYA|NO_SP|0,0
P05981|EUKARYA|NO_SP|2,0
Q8R3H7|EUKARYA|NO_SP|1,0
Q12520|EUKARYA|NO_SP|2,0
O88728|EUKARYA|NO_SP|2,0
P40499|EUKARYA|NO_SP|2,0
P31389|EUKARYA|NO_SP|0,0
Q9VRX6|EUKARYA|NO_SP|1,0
Q61595|EUKARYA|NO_SP|2,0
O95461|EUKARYA|NO_SP|1,0
Q8IWV1|EUKARYA|NO_SP|2,0
Q8N6L1|EUKARYA|NO_SP|0,0
Q5H943|EUKARYA|NO_SP|2,0
P25587|EUKARYA|NO_SP|2,0
Q95XZ6|EUKARYA|NO_SP|1,0
Q6ZP29|EUKARYA|NO_SP|2,0
F4JTN2|EUKARYA|NO_SP|1,0
B0BMY1|EUKARYA|NO_SP|2,0
Q9Y287|EUKARYA|NO_SP|0,0
Q7K1V5|EUKARYA|NO_SP|1,0
Q8BI36|EUKARYA|NO_SP|2,0
P55073|EUKARYA|NO_SP|0,0
Q99393|EUKARYA|NO_SP|2,0
Q08416|EUKARYA|NO_SP|1,0
Q96E93|EUKARYA|NO_SP|2,0
P43614|EUKARYA|NO_SP|2,0
O61715|EUKARYA|NO_SP|1,0
D3W0D1|EUKARYA|NO_SP|2,0
O88713|EUKARYA|NO_SP|2,0
Q9H400|EUKARYA|NO_SP|0,0
P38878|EUKARYA|NO_SP|1,0
P43657|EUKARYA|NO_SP|2,0
Q6UX01|EUKARYA|NO_SP|1,0
O94414|EUKARYA|NO_SP|1,0
Q9FKS8|EUKARYA|NO_SP|2,0
O15165|EUKARYA|NO_SP|2,0
Q3U3R4|EUKARYA|NO_SP|0,0
Q03579|EUKARYA|NO_SP|1,0
Q17667|EUKARYA|NO_SP|2,0
Q04396|EUKARYA|NO_SP|2,0
Q4VCM1|EUKARYA|NO_SP|1,0
P04201|EUKARYA|NO_SP|0,0
Q5SRI9|EUKARYA|NO_SP|0,0
Q24451|EUKARYA|NO_SP|1,0
Q5GF25|EUKARYA|NO_SP|0,0
Q8WZK2|EUKARYA|NO_SP|0,0
O22752|EUKARYA|NO_SP|2,0
Q9JLI3|EUKARYA|NO_SP|2,0
O88676|EUKARYA|NO_SP|0,0
Q9C512|EUKARYA|NO_SP|1,0
Q8K480|EUKARYA|NO_SP|2,0
Q765H6|EUKARYA|NO_SP|2,0
O74368|EUKARYA|NO_SP|2,0
Q9XGM8|EUKARYA|NO_SP|1,0
Q8NHS3|EUKARYA|NO_SP|1,0
Q21815|EUKARYA|NO_SP|1,0
O01811|EUKARYA|NO_SP|2,0
Q93Y37|EUKARYA|NO_SP|2,0
P53988|EUKARYA|NO_SP|0,0
P93766|EUKARYA|NO_SP|1,0
Q8H116|EUKARYA|NO_SP|1,0
P53987|EUKARYA|NO_SP|0,0
Q8CG09|EUKARYA|NO_SP|0,0
O36022|EUKARYA|NO_SP|2,0
Q12205|EUKARYA|NO_SP|0,0
P38069|EUKARYA|NO_SP|1,0
P46985|EUKARYA|NO_SP|1,0
O60669|EUKARYA|NO_SP|0,0
Q92887|EUKARYA|NO_SP|0,0
Q9HDV1|EUKARYA|NO_SP|2,0
P39552|EUKARYA|NO_SP|1,0
O74444|EUKARYA|NO_SP|2,0
Q9Y7V0|EUKARYA|NO_SP|2,0
P53986|EUKARYA|NO_SP|0,0
Q03064|EUKARYA|NO_SP|0,0
P53985|EUKARYA|NO_SP|0,0
Q63344|EUKARYA|NO_SP|0,0
Q864R9|EUKARYA|NO_SP|0,0
Q9R1S7|EUKARYA|NO_SP|0,0
Q03455|EUKARYA|NO_SP|2,0
P87155|EUKARYA|NO_SP|1,0
Q9W534|EUKARYA|NO_SP|1,0
Q91WW5|EUKARYA|NO_SP|2,0
Q9UTN7|EUKARYA|NO_SP|1,0
P33527|EUKARYA|NO_SP|0,0
P52848|EUKARYA|NO_SP|0,0
P26718|EUKARYA|NO_SP|2,0
Q99JS0|EUKARYA|NO_SP|1,0
Q9LKW9|EUKARYA|NO_SP|2,0
O54709|EUKARYA|NO_SP|2,0
Q8K5A9|EUKARYA|NO_SP|2,0
P49281|EUKARYA|NO_SP|1,0
Q04958|EUKARYA|NO_SP|1,0
Q02353|EUKARYA|NO_SP|0,0
Q9Y5S8|EUKARYA|NO_SP|2,0
Q05B81|EUKARYA|NO_SP|0,0
Q7L5N7|EUKARYA|NO_SP|0,0
Q9LT02|EUKARYA|NO_SP|1,0
Q8BYI6|EUKARYA|NO_SP|0,0
Q9P7Y3|EUKARYA|NO_SP|2,0
Q9JM80|EUKARYA|NO_SP|1,0
Q9NWQ8|EUKARYA|NO_SP|1,0
Q12252|EUKARYA|NO_SP|2,0
Q9H3S5|EUKARYA|NO_SP|2,0
Q06611|EUKARYA|NO_SP|2,0
P43287|EUKARYA|NO_SP|2,0
Q8IV08|EUKARYA|NO_SP|2,0
Q9U357|EUKARYA|NO_SP|2,0
Q91WW7|EUKARYA|NO_SP|0,0
D4ACN8|EUKARYA|NO_SP|2,0
Q8NAT1|EUKARYA|NO_SP|0,0
Q93YV7|EUKARYA|NO_SP|2,0
Q12006|EUKARYA|NO_SP|1,0
Q3U1F9|EUKARYA|NO_SP|1,0
P30302|EUKARYA|NO_SP|2,0
P93004|EUKARYA|NO_SP|2,0
Q03880|EUKARYA|NO_SP|2,0
Q9NST1|EUKARYA|NO_SP|0,0
Q8VYM2|EUKARYA|NO_SP|2,0
Q9NUD9|EUKARYA|NO_SP|1,0
P61837|EUKARYA|NO_SP|2,0
P43286|EUKARYA|NO_SP|2,0
Q86BJ3|EUKARYA|NO_SP|2,0
Q3TRM4|EUKARYA|NO_SP|0,0
Q9ZPH9|EUKARYA|NO_SP|2,0
Q9SIZ3|EUKARYA|NO_SP|1,0
Q9LN50|EUKARYA|NO_SP|2,0
Q8L7V3|EUKARYA|NO_SP|1,0
Q3MUY2|EUKARYA|NO_SP|2,0
Q9HBL7|EUKARYA|NO_SP|2,0
A1XGB4|EUKARYA|NO_SP|2,0
P47987|EUKARYA|NO_SP|0,0
Q08733|EUKARYA|NO_SP|2,0
Q9D3P8|EUKARYA|NO_SP|2,0
Q8H118|EUKARYA|NO_SP|2,0
B9DFI7|EUKARYA|NO_SP|2,0
Q0WT31|EUKARYA|NO_SP|1,0
Q9JJJ7|EUKARYA|NO_SP|1,0
Q940J9|EUKARYA|NO_SP|2,0
Q8VZV7|EUKARYA|NO_SP|2,0
Q94EJ6|EUKARYA|NO_SP|2,0
Q6NPR7|EUKARYA|NO_SP|1,0
Q01453|EUKARYA|NO_SP|2,0
Q9C6S7|EUKARYA|NO_SP|1,0
P53835|EUKARYA|NO_SP|1,0
Q5RJM1|EUKARYA|NO_SP|0,0
P25105|EUKARYA|NO_SP|2,0
Q9Z1X2|EUKARYA|NO_SP|1,0
Q5A6P6|EUKARYA|NO_SP|0,0
P40474|EUKARYA|NO_SP|2,0
Q03530|EUKARYA|NO_SP|1,0
Q18PF6|EUKARYA|NO_SP|1,0
Q8BHC7|EUKARYA|NO_SP|2,0
Q9UBD6|EUKARYA|NO_SP|1,0
O00559|EUKARYA|NO_SP|2,0
Q59YT1|EUKARYA|NO_SP|0,0
O74926|EUKARYA|NO_SP|2,0
Q8TC12|EUKARYA|NO_SP|0,0
P38212|EUKARYA|NO_SP|2,0
P38206|EUKARYA|NO_SP|2,0
Q9QXP0|EUKARYA|NO_SP|1,0
Q12270|EUKARYA|NO_SP|0,0
Q18PF5|EUKARYA|NO_SP|1,0
Q7TNN9|EUKARYA|NO_SP|1,0
Q8CBG9|EUKARYA|NO_SP|2,0
Q96K19|EUKARYA|NO_SP|2,0
Q28298|EUKARYA|NO_SP|2,0
Q28728|EUKARYA|NO_SP|2,0
Q9JKD3|EUKARYA|NO_SP|1,0
D6PVB4|EUKARYA|NO_SP|1,0
Q6ZXA0|EUKARYA|NO_SP|0,0
Q9Y876|EUKARYA|NO_SP|2,0
Q19443|EUKARYA|NO_SP|1,0
Q96QK8|EUKARYA|NO_SP|2,0
P82347|EUKARYA|NO_SP|1,0
P82348|EUKARYA|NO_SP|1,0
D6PVB5|EUKARYA|NO_SP|1,0
Q93Z32|EUKARYA|NO_SP|2,0
B3A0M2|EUKARYA|NO_SP|2,0
Q6ZGL9|EUKARYA|NO_SP|2,0
Q28362|EUKARYA|NO_SP|2,0
P26432|EUKARYA|NO_SP|2,0
Q5E930|EUKARYA|NO_SP|2,0
O02351|EUKARYA|NO_SP|1,0
Q9R2C1|EUKARYA|NO_SP|2,0
B9FJ61|EUKARYA|NO_SP|2,0
B2RUZ4|EUKARYA|NO_SP|2,0
P35735|EUKARYA|NO_SP|1,0
O81062|EUKARYA|NO_SP|2,0
Q9UTQ9|EUKARYA|NO_SP|1,0
Q9ERB5|EUKARYA|NO_SP|1,0
Q04969|EUKARYA|NO_SP|1,0
O35704|EUKARYA|NO_SP|2,0
Q10259|EUKARYA|NO_SP|2,0
Q12133|EUKARYA|NO_SP|1,0
P46720|EUKARYA|NO_SP|2,0
Q9Y6L6|EUKARYA|NO_SP|1,0
Q9NYB5|EUKARYA|NO_SP|1,0
Q9FG00|EUKARYA|NO_SP|0,0
